employee_id,name,email,age,gender,hire_date,tenure_years,salary,satisfaction,department,attrition_probability
136,Employee 136,emp136@example.com,48,F,2016-09-19,2.72,563716,0.224,HR,0.5772477803378654
137,Employee 137,emp137@example.com,22,M,2021-07-30,2.42,438637,0.327,Support,0.1609824779215882
138,Employee 138,emp138@example.com,26,M,2017-06-05,1.15,264660,0.254,Engineering,0.1392627725092644
139,Employee 139,emp139@example.com,48,M,2015-03-05,4.53,218921,0.398,Product,0.27581000819263857
140,Employee 140,emp140@example.com,48,M,2023-07-09,0.25,278755,0.444,HR,0.11252900983102357
141,Employee 141,emp141@example.com,40,F,2023-11-25,0.56,1099696,0.805,HR,0.39461832268047314
142,Employee 142,emp142@example.com,50,F,2018-10-20,1.91,921197,0.843,Support,0.06821739144343861
143,Employee 143,emp143@example.com,31,M,2020-06-19,6.67,349621,0.324,Support,0.27225776089104975
144,Employee 144,emp144@example.com,48,M,2023-03-07,2.57,824352,0.441,Finance,0.2176998951425154
145,Employee 145,emp145@example.com,45,M,2014-10-31,5.54,277974,0.409,Engineering,0.2072832579275394
146,Employee 146,emp146@example.com,59,M,2018-01-19,2.19,366494,0.116,Support,0.44707612302837524
147,Employee 147,emp147@example.com,53,F,2014-12-13,4.62,483395,0.311,Sales,0.10011164337121915
148,Employee 148,emp148@example.com,21,M,2021-10-10,1.18,237860,0.16,Support,0.2255733165676037
149,Employee 149,emp149@example.com,47,F,2015-09-14,5.06,599796,0.377,HR,0.13890918350716602
150,Employee 150,emp150@example.com,33,F,2020-05-16,1.54,413623,0.316,Product,0.09543202696996343
151,Employee 151,emp151@example.com,23,M,2022-09-05,2.45,510345,0.63,Support,0.1356157435207473
152,Employee 152,emp152@example.com,59,M,2021-05-01,0.58,269936,0.285,Engineering,0.1444758297456934
153,Employee 153,emp153@example.com,26,Other,2018-06-21,7.59,251922,0.706,Sales,0.07556924577829498
154,Employee 154,emp154@example.com,28,F,2017-12-17,3.63,487488,0.724,Sales,0.18536185284998738
155,Employee 155,emp155@example.com,47,F,2014-02-16,5.87,1110297,0.218,Sales,0.2294005969819094
156,Employee 156,emp156@example.com,29,F,2020-09-10,0.7,837869,0.461,Support,0.3375231843231613
157,Employee 157,emp157@example.com,57,F,2021-10-06,0.21,1412221,0.73,HR,0.2591495199859718
158,Employee 158,emp158@example.com,53,M,2018-07-23,1.23,1273356,0.684,Finance,0.06245149572082669
159,Employee 159,emp159@example.com,44,F,2015-10-29,2.18,1044642,0.552,Sales,0.023521347627859533
160,Employee 160,emp160@example.com,35,M,2020-07-11,4.86,909622,0.651,Sales,0.2853184173327273
161,Employee 161,emp161@example.com,52,F,2016-06-18,1.52,915329,0.513,Support,0.02700835453684794
162,Employee 162,emp162@example.com,52,Other,2015-04-02,0.94,1052646,0.199,Product,0.42494995442721056
163,Employee 163,emp163@example.com,44,F,2019-12-28,1.4,1451547,0.408,Sales,0.1787715279370646
164,Employee 164,emp164@example.com,32,M,2014-02-11,3.65,888427,0.743,Engineering,0.3209341134276689
165,Employee 165,emp165@example.com,59,M,2022-04-29,1.23,1199681,0.666,Finance,0.08746485122248411
166,Employee 166,emp166@example.com,22,F,2022-03-08,11.61,691759,0.936,Finance,0.4289108701492413
167,Employee 167,emp167@example.com,23,F,2016-05-25,0.58,781434,0.459,Sales,0.15087402793739874
168,Employee 168,emp168@example.com,57,F,2021-08-06,4.2,252452,0.782,HR,0.2496748704155271
169,Employee 169,emp169@example.com,37,Other,2014-09-14,2.67,616923,0.427,HR,0.015756817371835322
170,Employee 170,emp170@example.com,22,F,2018-02-14,0.8,1103385,0.539,Sales,0.36085685106018234
171,Employee 171,emp171@example.com,22,M,2014-02-24,4.2,302594,0.409,Sales,0.1857095658952266
172,Employee 172,emp172@example.com,48,M,2020-11-18,1.78,951885,0.785,Support,0.3394677394877776
173,Employee 173,emp173@example.com,43,M,2017-11-21,3.44,1254223,0.554,HR,0.04677108247578382
174,Employee 174,emp174@example.com,57,F,2020-06-10,3.26,1393712,0.653,Sales,0.13064247590169117
175,Employee 175,emp175@example.com,52,F,2020-07-13,0.35,257083,0.258,Product,0.3673719456772502
176,Employee 176,emp176@example.com,53,F,2016-03-29,5.5,1162915,0.656,Product,0.12701933192630024
177,Employee 177,emp177@example.com,21,M,2022-05-01,3.43,649051,0.503,Sales,0.27381770410577155
178,Employee 178,emp178@example.com,39,M,2016-05-27,4.55,1148699,0.653,HR,0.09895888619092279
179,Employee 179,emp179@example.com,22,M,2014-11-07,1.78,442228,0.401,Product,0.027874005885895777
180,Employee 180,emp180@example.com,46,F,2015-11-25,0.65,370611,0.229,Support,0.2391909514327265
181,Employee 181,emp181@example.com,52,M,2022-01-25,1.18,388824,0.386,Support,0.1334684716760211
182,Employee 182,emp182@example.com,26,M,2017-01-09,6.95,355064,0.16,HR,0.062563082502727
183,Employee 183,emp183@example.com,52,M,2021-01-06,8.34,1385290,0.329,Support,0.043092078590905074
184,Employee 184,emp184@example.com,24,F,2022-08-05,1.97,1439524,0.402,Sales,0.11636502630128438
185,Employee 185,emp185@example.com,31,M,2022-06-11,1.06,203884,0.545,Sales,0.2281546504012564
186,Employee 186,emp186@example.com,37,F,2014-05-18,3.93,1021941,0.082,Sales,0.26464544303771687
187,Employee 187,emp187@example.com,58,F,2016-11-08,4.36,231649,0.476,Product,0.02859311660523899
188,Employee 188,emp188@example.com,44,F,2016-09-02,5.07,1196521,0.193,Finance,0.31456170407652817
189,Employee 189,emp189@example.com,25,F,2023-11-06,0.09,629516,0.626,Finance,0.40580286740492977
190,Employee 190,emp190@example.com,54,M,2014-07-13,0.03,1082500,0.738,Support,0.1837635699346442
191,Employee 191,emp191@example.com,26,M,2018-03-09,1.33,997468,0.575,Finance,0.2832850930740974
192,Employee 192,emp192@example.com,42,F,2014-06-03,0.5,284571,0.423,Product,0.10959047447738904
193,Employee 193,emp193@example.com,31,F,2015-08-28,4.9,930116,0.435,HR,0.12474497242430692
194,Employee 194,emp194@example.com,36,Other,2020-03-21,2.28,770980,0.775,Support,0.12176365901874951
195,Employee 195,emp195@example.com,53,F,2014-09-18,5.23,1305353,0.811,Finance,0.16943667042345245
196,Employee 196,emp196@example.com,29,M,2019-02-20,0.58,633022,0.869,Finance,0.1963522581525845
197,Employee 197,emp197@example.com,26,M,2023-11-30,2.96,937398,0.326,Support,0.27893089771786317
198,Employee 198,emp198@example.com,36,F,2019-05-26,2.6,860878,0.742,Support,0.23874393876020372
199,Employee 199,emp199@example.com,49,M,2019-12-25,1.25,1167854,0.473,Engineering,0.3022519257352797
200,Employee 200,emp200@example.com,23,M,2023-01-29,2.18,1223389,0.672,Support,0.44404966403906526
201,Employee 201,emp201@example.com,40,F,2014-06-23,2.67,468421,0.43,Sales,0.036489661788800073
202,Employee 202,emp202@example.com,56,M,2023-07-12,6.61,275877,0.396,Finance,0.20721043687936191
203,Employee 203,emp203@example.com,39,M,2017-11-17,0.17,1103552,0.265,Finance,0.11264579187203173
204,Employee 204,emp204@example.com,46,F,2022-01-07,5.2,223613,0.804,HR,0.12975049909979622
205,Employee 205,emp205@example.com,23,F,2017-02-05,11.76,1380607,0.458,Sales,0.2343375730153505
206,Employee 206,emp206@example.com,39,M,2015-06-18,3.95,1146182,0.771,Product,0.18006588270248652
207,Employee 207,emp207@example.com,40,F,2015-07-01,4.01,1458339,0.436,Product,0.33444187968381067
208,Employee 208,emp208@example.com,52,F,2015-05-27,0.74,1402690,0.516,Engineering,0.34395704515221714
209,Employee 209,emp209@example.com,27,M,2023-09-10,2.22,1201803,0.386,HR,0.10109763430197294
210,Employee 210,emp210@example.com,53,M,2021-08-07,3.67,1391290,0.444,HR,0.10368047896950745
211,Employee 211,emp211@example.com,59,M,2021-08-30,2.77,831228,0.618,Sales,0.12072785440883942
212,Employee 212,emp212@example.com,38,F,2019-02-01,1.46,1268499,0.689,HR,0.2346769302058431
213,Employee 213,emp213@example.com,21,M,2016-06-20,8.45,1461480,0.16,Support,0.07843599483830434
214,Employee 214,emp214@example.com,31,Other,2017-03-30,2.16,415327,0.875,Engineering,0.3965133894884385
215,Employee 215,emp215@example.com,48,F,2015-07-27,10.51,1257803,0.589,Sales,0.12139222753767395
216,Employee 216,emp216@example.com,45,F,2021-12-12,2.49,1100199,0.768,HR,0.2455569080043738
217,Employee 217,emp217@example.com,43,F,2016-04-25,4.73,1108910,0.409,HR,0.2500552747167321
218,Employee 218,emp218@example.com,51,F,2018-08-21,4.06,341484,0.594,Support,0.13353673135206495
219,Employee 219,emp219@example.com,50,M,2018-09-05,3.24,824222,0.167,Finance,0.1744949231453829
220,Employee 220,emp220@example.com,55,M,2022-12-02,0.04,624256,0.826,Support,0.2524195902254277
221,Employee 221,emp221@example.com,27,F,2014-06-16,0.24,1072379,0.73,Finance,0.12221958089293485
222,Employee 222,emp222@example.com,36,M,2015-06-03,2.61,379914,0.359,Engineering,0.17845973368658696
223,Employee 223,emp223@example.com,46,M,2015-08-22,7.28,631649,0.191,Finance,0.12313795586735474
224,Employee 224,emp224@example.com,22,F,2017-05-03,2.76,1459730,0.539,HR,0.048299115974315146
225,Employee 225,emp225@example.com,21,F,2017-07-27,0.81,293066,0.404,Finance,0.19747099248379402
226,Employee 226,emp226@example.com,32,M,2015-10-17,1.16,1232455,0.852,HR,0.31360842947206913
227,Employee 227,emp227@example.com,25,F,2017-07-05,2.93,1221383,0.5,Sales,0.07063886776885582
228,Employee 228,emp228@example.com,57,M,2022-06-09,2.73,368039,0.339,Finance,0.1701553795427049
229,Employee 229,emp229@example.com,52,F,2019-06-19,9.35,405020,0.716,Engineering,0.26312593744910084
230,Employee 230,emp230@example.com,29,M,2020-05-01,2.26,851681,0.712,Product,0.35370603673935896
231,Employee 231,emp231@example.com,55,F,2018-12-24,1.32,1225324,0.421,HR,0.25711294493142145
232,Employee 232,emp232@example.com,39,M,2023-09-09,2.23,718778,0.22,Engineering,0.03203746535397428
233,Employee 233,emp233@example.com,36,F,2019-06-29,4.63,242440,0.385,HR,0.17594373758121754
234,Employee 234,emp234@example.com,23,M,2015-04-04,2.33,972489,0.43,HR,0.031093665826255015
235,Employee 235,emp235@example.com,40,M,2014-01-23,1.18,1075229,0.711,Sales,0.3840427790023882
236,Employee 236,emp236@example.com,44,F,2022-01-18,1.24,1377424,0.679,HR,0.2909103392142076
237,Employee 237,emp237@example.com,53,M,2022-07-13,4.24,1265925,0.153,Product,0.13511514020319837
238,Employee 238,emp238@example.com,44,M,2023-05-30,0.21,949578,0.795,Product,0.4886093419629664
239,Employee 239,emp239@example.com,31,M,2015-04-21,0.96,1128931,0.597,Support,0.05902261392359911
240,Employee 240,emp240@example.com,28,F,2020-07-11,0.5,333777,0.315,Product,0.28916454954341475
241,Employee 241,emp241@example.com,56,F,2017-12-18,8.68,543742,0.599,Engineering,0.4257859794868429
242,Employee 242,emp242@example.com,58,M,2023-09-22,0.28,351567,0.605,Sales,0.09124391561652824
243,Employee 243,emp243@example.com,40,F,2019-04-02,4.26,854529,0.833,Engineering,0.025497232623463078
244,Employee 244,emp244@example.com,55,M,2022-08-23,2.99,1474888,0.456,Engineering,0.2622332299581295
245,Employee 245,emp245@example.com,45,F,2021-07-15,3.01,321124,0.652,Product,0.12293089650687641
246,Employee 246,emp246@example.com,55,M,2022-09-14,4.32,1341843,0.058,Engineering,0.03467263358248214
247,Employee 247,emp247@example.com,45,F,2020-11-22,1.53,850448,0.587,HR,0.2998991129820834
248,Employee 248,emp248@example.com,49,M,2017-04-12,1.54,1409304,0.289,Finance,0.2827307541893015
249,Employee 249,emp249@example.com,38,Other,2015-02-10,1.02,336018,0.318,HR,0.11762373644710959
250,Employee 250,emp250@example.com,38,M,2021-10-16,2.73,1147711,0.557,Engineering,0.142490013862436
251,Employee 251,emp251@example.com,22,M,2021-06-03,7.97,1194921,0.233,Sales,0.2847561909751973
252,Employee 252,emp252@example.com,55,M,2023-05-29,7.73,1253319,0.525,HR,0.022304733602725862
253,Employee 253,emp253@example.com,36,F,2016-01-21,3.64,1135731,0.723,Engineering,0.008215810354407951
254,Employee 254,emp254@example.com,56,F,2018-09-14,7.1,249612,0.366,Sales,0.013845507288650256
255,Employee 255,emp255@example.com,53,F,2015-09-20,9.93,1244044,0.476,Product,0.09427318057412568
256,Employee 256,emp256@example.com,24,F,2017-11-29,4.76,1131025,0.431,Finance,0.11228819205424807
257,Employee 257,emp257@example.com,53,F,2020-03-25,1.57,1386940,0.134,Engineering,0.1922708029984178
258,Employee 258,emp258@example.com,34,F,2015-11-25,1.98,331361,0.577,Support,0.4370382620009453
259,Employee 259,emp259@example.com,41,M,2023-09-13,8.03,293397,0.344,HR,0.42263370306524956
260,Employee 260,emp260@example.com,40,F,2015-05-06,3.33,1264367,0.218,Finance,0.06073607250828827
261,Employee 261,emp261@example.com,28,M,2022-05-20,5.16,1421728,0.551,Product,0.04850045283039145
262,Employee 262,emp262@example.com,27,F,2018-01-01,0.37,1312983,0.436,Product,0.10990747792105937
263,Employee 263,emp263@example.com,23,F,2016-08-08,0.65,1074744,0.498,Finance,0.19449855059869436
264,Employee 264,emp264@example.com,37,F,2018-09-10,1.27,363318,0.466,Engineering,0.24269273630319288
265,Employee 265,emp265@example.com,53,F,2022-01-24,0.63,351032,0.836,Engineering,0.3938111626041937
266,Employee 266,emp266@example.com,32,F,2015-02-06,7.11,1109105,0.688,Sales,0.19176602679441698
267,Employee 267,emp267@example.com,42,F,2022-12-13,0.73,1329562,0.545,Sales,0.26216453958109714
268,Employee 268,emp268@example.com,42,M,2020-02-12,2.44,829440,0.428,Engineering,0.07190402449117769
269,Employee 269,emp269@example.com,50,M,2014-01-25,0.27,376703,0.304,HR,0.08311439014784662
270,Employee 270,emp270@example.com,58,F,2019-04-08,0.51,538663,0.243,Product,0.16356553443472022
271,Employee 271,emp271@example.com,58,Other,2014-03-03,0.85,951330,0.742,Sales,0.12394439427139993
272,Employee 272,emp272@example.com,28,M,2019-05-19,12.2,341302,0.729,Finance,0.3682500713579564
